Cattle_ID,Age_Months,Weight_kg,Breed,Disease_Status,Body_Condition
COW02609,101,372.8,Holstein,Healthy,2.0
COW02610,116,532.4,Guernsey,Mastitis,2.6
COW02611,112,537.4,Guernsey,Mastitis,2.9
COW02612,31,537.2,Brown Swiss,Mastitis,4.8
COW02613,76,663.3,Jersey,Mastitis,3.5
COW02614,23,452.7,Brown Swiss,Mastitis,3.1
COW02615,84,484.0,Holstein,Healthy,3.2
COW02616,119,341.0,Brown Swiss,Healthy,3.4
COW02617,17,511.5,Holstein,Mastitis,4.6
COW02618,82,518.3,Holstein,Foot and Mouth,4.9
COW02619,114,509.2,Holstein,Healthy,4.5
COW02620,103,638.6,Holstein,Healthy,4.5
COW02621,54,618.8,Brown Swiss,Mastitis,2.6
COW02622,23,556.2,Brown Swiss,Healthy,2.8
COW02623,111,520.4,Guernsey,Healthy,3.8
COW02624,111,632.1,Brown Swiss,Foot and Mouth,4.0
COW02625,74,548.4,Holstein,Healthy,2.6
COW02626,117,484.5,Holstein,Healthy,4.2
COW02627,12,412.7,Guernsey,Healthy,2.6
COW02628,78,514.7,Ayrshire,Healthy,2.8
COW02629,16,610.4,Jersey,Mastitis,2.9
COW02630,113,732.1,Jersey,Healthy,4.5
COW02631,85,554.9,Jersey,Healthy,4.2
COW02632,110,488.8,Jersey,Healthy,3.6
COW02633,72,455.2,Jersey,Healthy,4.5
COW02634,20,594.2,Brown Swiss,Healthy,4.4
COW02635,14,408.8,Guernsey,Healthy,3.2
COW02636,48,594.0,Guernsey,Healthy,4.3
COW02637,92,615.4,Ayrshire,Healthy,2.6
COW02638,28,584.9,Jersey,Healthy,3.5
COW02639,104,532.4,Brown Swiss,Healthy,2.4
COW02640,37,595.2,Jersey,Healthy,3.3
COW02641,65,563.7,Holstein,Healthy,3.6
COW02642,33,487.8,Jersey,Healthy,2.2
COW02643,62,698.0,Jersey,Healthy,3.4
COW02644,60,521.9,Brown Swiss,Healthy,4.0
COW02645,12,612.1,Holstein,Mastitis,3.8
COW02646,73,356.5,Guernsey,Healthy,2.2
COW02647,96,652.1,Ayrshire,Mastitis,2.3
COW02648,113,667.5,Ayrshire,Mastitis,3.1
COW02649,47,552.4,Holstein,Healthy,4.5
COW02650,107,594.7,Holstein,Healthy,4.6
COW02651,106,594.7,Ayrshire,Healthy,2.9
COW02652,118,498.6,Ayrshire,Healthy,4.2
COW02653,52,593.8,Brown Swiss,Healthy,3.7
COW02654,103,485.3,Jersey,Healthy,5.0
COW02655,73,501.3,Brown Swiss,Foot and Mouth,2.3
COW02656,18,640.2,Brown Swiss,Healthy,3.6
COW02657,41,628.0,Ayrshire,Mastitis,3.8
COW02658,84,493.5,Brown Swiss,Mastitis,2.9
COW02659,29,491.3,Holstein,Healthy,2.1
COW02660,58,498.4,Guernsey,Bloat,2.2
COW02661,95,608.6,Guernsey,Ketosis,3.4
COW02662,28,470.0,Jersey,Healthy,4.1
COW02663,65,578.5,Holstein,Healthy,4.1
COW02664,35,609.7,Holstein,Healthy,2.5
COW02665,69,542.9,Ayrshire,Healthy,4.6
COW02666,37,630.8,Brown Swiss,Healthy,3.1
COW02667,116,525.7,Brown Swiss,Healthy,4.9
COW02668,20,532.9,Ayrshire,Healthy,2.4
COW02669,116,471.8,Holstein,Mastitis,4.5
COW02670,97,631.4,Jersey,Healthy,4.7
COW02671,104,488.7,Ayrshire,Healthy,4.5
COW02672,103,578.0,Brown Swiss,Healthy,4.4
COW02673,32,544.3,Holstein,Mastitis,3.1
COW02674,112,465.8,Guernsey,Healthy,4.1
COW02675,76,501.3,Holstein,Healthy,3.7
COW02676,115,660.6,Guernsey,Mastitis,3.3
COW02677,106,566.1,Guernsey,Healthy,5.0
COW02678,74,469.3,Ayrshire,Mastitis,2.9
COW02679,52,574.4,Brown Swiss,Healthy,3.2
COW02680,24,538.3,Jersey,Healthy,4.7
COW02681,22,826.3,Ayrshire,Mastitis,2.9
COW02682,54,572.8,Brown Swiss,Foot and Mouth,2.5
COW02683,99,519.6,Guernsey,Mastitis,2.9
COW02684,66,663.6,Holstein,Healthy,4.3
COW02685,64,402.7,Guernsey,Mastitis,4.6
COW02686,38,557.5,Brown Swiss,Healthy,2.3
COW02687,72,709.6,Jersey,Mastitis,3.9
COW02688,80,540.7,Guernsey,Foot and Mouth,3.7
COW02689,118,411.3,Holstein,Healthy,4.0
COW02690,90,518.3,Guernsey,Healthy,4.0
COW02691,77,666.4,Ayrshire,Healthy,4.9
COW02692,110,580.1,Brown Swiss,Healthy,3.0
COW02693,57,482.9,Holstein,Healthy,2.9
COW02694,112,495.2,Brown Swiss,Healthy,3.7
COW02695,51,505.2,Brown Swiss,Healthy,3.3
COW02696,25,578.9,Brown Swiss,Healthy,3.4
COW02697,57,657.1,Jersey,Healthy,2.2
COW02698,25,634.2,Guernsey,Mastitis,2.4
COW02699,24,586.5,Jersey,Healthy,4.8
COW02700,107,443.5,Brown Swiss,Healthy,2.2
COW02701,97,443.8,Brown Swiss,Mastitis,3.8
COW02702,35,592.7,Guernsey,Ketosis,4.3
COW02703,102,442.4,Guernsey,Healthy,2.0
COW02704,19,532.0,Ayrshire,Healthy,2.7
COW02705,42,574.3,Guernsey,Healthy,3.1
COW02706,88,459.0,Guernsey,Ketosis,3.5
COW02707,44,468.1,Ayrshire,Mastitis,3.0
COW02708,90,542.5,Jersey,Mastitis,3.9
COW02709,106,590.3,Jersey,Mastitis,2.7
COW02710,19,634.9,Brown Swiss,Healthy,2.1
COW02711,14,598.6,Brown Swiss,Healthy,2.0
COW02712,113,555.9,Guernsey,Mastitis,3.0
COW02713,68,490.3,Holstein,Foot and Mouth,3.1
COW02714,66,464.3,Holstein,Healthy,4.8
COW02715,62,509.1,Guernsey,Healthy,2.1
COW02716,58,582.8,Ayrshire,Healthy,3.6
COW02717,86,576.9,Jersey,Ketosis,3.7
COW02718,74,382.0,Jersey,Healthy,4.1
COW02719,29,487.1,Brown Swiss,Mastitis,3.9
COW02720,79,646.4,Brown Swiss,Healthy,2.0
COW02721,84,556.3,Holstein,Healthy,3.9
COW02722,24,436.6,Brown Swiss,Mastitis,3.0
COW02723,52,738.5,Ayrshire,Healthy,4.3
COW02724,97,547.7,Guernsey,Foot and Mouth,2.6
COW02725,78,580.7,Ayrshire,Bloat,4.1
COW02726,26,582.0,Guernsey,Foot and Mouth,3.9
COW02727,16,520.6,Ayrshire,Healthy,4.0
COW02728,74,491.8,Jersey,Mastitis,2.5
COW02729,61,719.7,Holstein,Healthy,4.0
COW02730,115,630.3,Holstein,Healthy,4.2
COW02731,68,615.8,Ayrshire,Healthy,3.5
COW02732,112,596.1,Guernsey,Healthy,3.0
COW02733,35,469.7,Jersey,Healthy,2.5
COW02734,60,652.2,Ayrshire,Healthy,2.9
COW02735,27,482.5,Jersey,Healthy,4.3
COW02736,74,572.7,Brown Swiss,Healthy,3.2
COW02737,32,418.8,Jersey,Healthy,4.1
COW02738,65,386.7,Holstein,Healthy,4.2
COW02739,49,575.5,Jersey,Mastitis,4.0
COW02740,32,485.3,Jersey,Healthy,4.0
COW02741,22,390.9,Brown Swiss,Healthy,3.8
COW02742,67,593.2,Holstein,Mastitis,3.6
COW02743,114,719.6,Jersey,Bloat,2.6
COW02744,33,661.2,Brown Swiss,Bloat,4.5
COW02745,55,529.4,Jersey,Foot and Mouth,4.9
COW02746,36,550.7,Guernsey,Ketosis,3.4
COW02747,99,621.0,Guernsey,Healthy,4.8
COW02748,56,639.8,Ayrshire,Ketosis,5.0
COW02749,117,522.5,Ayrshire,Bloat,3.5
COW02750,38,552.7,Jersey,Healthy,4.2
COW02751,20,574.0,Guernsey,Foot and Mouth,3.9
COW02752,74,594.3,Guernsey,Mastitis,2.7
COW02753,82,539.4,Brown Swiss,Mastitis,2.1
COW02754,119,540.4,Guernsey,Bloat,3.4
COW02755,106,660.4,Holstein,Healthy,4.4
COW02756,107,646.8,Jersey,Healthy,3.0
COW02757,80,588.2,Ayrshire,Healthy,4.4
COW02758,50,687.5,Ayrshire,Mastitis,4.0
COW02759,58,519.1,Holstein,Foot and Mouth,4.1
COW02760,26,679.8,Brown Swiss,Foot and Mouth,2.9
COW02761,58,593.4,Jersey,Mastitis,3.4
COW02762,51,811.7,Holstein,Ketosis,2.5
COW02763,15,454.6,Holstein,Healthy,2.7
COW02764,34,494.9,Brown Swiss,Ketosis,2.3
COW02765,69,583.5,Guernsey,Healthy,2.4
COW02766,51,581.8,Brown Swiss,Healthy,2.6
COW02767,119,706.0,Jersey,Healthy,3.7
COW02768,63,496.5,Guernsey,Healthy,3.3
COW02769,115,622.4,Guernsey,Healthy,2.8
COW02770,83,643.0,Ayrshire,Healthy,4.6
COW02771,16,606.4,Jersey,Healthy,3.6
COW02772,33,473.1,Jersey,Mastitis,4.8
COW02773,88,662.6,Brown Swiss,Healthy,3.9
COW02774,70,648.3,Brown Swiss,Mastitis,2.0
COW02775,44,598.0,Brown Swiss,Healthy,4.7
COW02776,68,566.3,Ayrshire,Healthy,4.6
COW02777,109,568.1,Holstein,Healthy,3.9
COW02778,53,543.7,Brown Swiss,Healthy,3.6
COW02779,16,601.3,Brown Swiss,Mastitis,3.4
COW02780,45,552.5,Jersey,Healthy,3.4
COW02781,113,482.1,Guernsey,Foot and Mouth,4.3
COW02782,94,466.1,Ayrshire,Healthy,3.5
COW02783,102,489.8,Brown Swiss,Mastitis,2.5
COW02784,110,567.8,Holstein,Ketosis,2.2
COW02785,24,547.8,Holstein,Healthy,2.4
COW02786,42,567.2,Brown Swiss,Healthy,2.8
COW02787,18,590.1,Guernsey,Healthy,3.1
COW02788,12,499.8,Jersey,Healthy,4.7
COW02789,102,667.3,Jersey,Healthy,2.7
COW02790,113,528.6,Ayrshire,Healthy,3.0
COW02791,28,515.3,Holstein,Bloat,2.7
COW02792,89,588.6,Holstein,Ketosis,3.6
COW02793,69,403.1,Holstein,Healthy,3.9
COW02794,19,486.8,Ayrshire,Healthy,3.6
COW02795,110,628.5,Brown Swiss,Healthy,4.9
COW02796,106,411.0,Holstein,Healthy,5.0
COW02797,73,639.4,Jersey,Foot and Mouth,4.5
COW02798,88,670.9,Ayrshire,Healthy,4.4
COW02799,54,520.4,Guernsey,Healthy,3.1
COW02800,97,573.3,Jersey,Healthy,3.7
COW02801,60,639.5,Jersey,Healthy,3.1
COW02802,118,512.7,Holstein,Healthy,4.4
COW02803,18,619.4,Guernsey,Healthy,2.5
COW02804,30,496.3,Holstein,Healthy,2.7
COW02805,116,511.8,Jersey,Healthy,2.1
COW02806,43,486.1,Jersey,Foot and Mouth,3.8
COW02807,45,577.4,Guernsey,Healthy,4.1
COW02808,97,642.6,Guernsey,Mastitis,2.0
COW02809,32,535.3,Guernsey,Healthy,3.5
COW02810,67,448.3,Jersey,Healthy,3.1
COW02811,42,463.4,Jersey,Foot and Mouth,4.4
COW02812,33,581.6,Jersey,Mastitis,2.1
COW02813,116,697.5,Holstein,Healthy,2.1
COW02814,33,581.5,Guernsey,Healthy,3.9
COW02815,22,519.0,Brown Swiss,Mastitis,3.8
COW02816,84,611.3,Brown Swiss,Bloat,4.5
COW02817,105,530.8,Ayrshire,Healthy,3.8
COW02818,25,519.7,Holstein,Healthy,4.8
COW02819,88,473.3,Ayrshire,Healthy,2.9
COW02820,70,662.7,Guernsey,Healthy,3.2
COW02821,101,346.9,Jersey,Healthy,4.9
COW02822,25,613.8,Guernsey,Healthy,2.3
COW02823,117,512.9,Guernsey,Mastitis,4.4
COW02824,78,517.2,Jersey,Healthy,2.0
COW02825,102,685.4,Jersey,Mastitis,3.5
COW02826,51,492.9,Ayrshire,Mastitis,2.5
COW02827,113,495.6,Holstein,Mastitis,3.8
COW02828,79,539.6,Holstein,Healthy,4.4
COW02829,25,583.1,Guernsey,Healthy,2.1
COW02830,111,514.7,Ayrshire,Healthy,2.5
COW02831,97,424.1,Brown Swiss,Healthy,3.0
COW02832,44,480.7,Holstein,Healthy,2.8
COW02833,70,652.5,Brown Swiss,Healthy,3.1
COW02834,53,556.0,Jersey,Healthy,4.9
COW02835,70,586.1,Ayrshire,Healthy,2.3
COW02836,116,529.1,Guernsey,Bloat,3.3
COW02837,109,497.2,Jersey,Mastitis,3.4
COW02838,35,684.2,Guernsey,Healthy,2.8
COW02839,116,534.9,Guernsey,Bloat,2.8
COW02840,59,514.5,Guernsey,Healthy,4.1
COW02841,88,637.7,Jersey,Healthy,3.9
COW02842,94,492.2,Brown Swiss,Foot and Mouth,4.4
COW02843,64,502.4,Holstein,Healthy,3.2
COW02844,61,550.8,Brown Swiss,Healthy,3.8
COW02845,61,550.0,Jersey,Healthy,4.7
COW02846,105,570.8,Brown Swiss,Healthy,4.6
COW02847,53,717.3,Ayrshire,Healthy,4.8
COW02848,42,576.9,Ayrshire,Healthy,2.8
COW02849,51,359.8,Brown Swiss,Healthy,5.0
COW02850,33,576.1,Guernsey,Healthy,4.4
COW02851,54,553.0,Holstein,Healthy,4.4
COW02852,24,553.5,Brown Swiss,Healthy,4.0
COW02853,21,569.7,Guernsey,Foot and Mouth,4.9
COW02854,90,547.7,Guernsey,Mastitis,3.3
COW02855,20,545.8,Ayrshire,Healthy,4.2
COW02856,73,599.0,Brown Swiss,Mastitis,4.1
COW02857,96,506.6,Ayrshire,Healthy,4.2
COW02858,90,474.2,Ayrshire,Healthy,4.3
COW02859,60,791.9,Brown Swiss,Healthy,2.6
COW02860,32,492.7,Holstein,Healthy,3.0
COW02861,112,558.0,Jersey,Mastitis,3.2
COW02862,102,430.3,Guernsey,Ketosis,4.2
COW02863,78,559.3,Brown Swiss,Healthy,4.1
COW02864,21,475.3,Ayrshire,Healthy,4.5
COW02865,15,514.6,Ayrshire,Healthy,4.4
COW02866,46,633.6,Holstein,Healthy,3.8
COW02867,29,587.8,Ayrshire,Healthy,2.4
COW02868,104,595.5,Jersey,Ketosis,3.9
COW02869,34,408.3,Ayrshire,Foot and Mouth,4.7
COW02870,42,697.0,Brown Swiss,Ketosis,3.9
COW02871,117,454.6,Brown Swiss,Healthy,4.7
COW02872,100,672.3,Holstein,Healthy,5.0
COW02873,35,631.7,Holstein,Healthy,3.1
COW02874,53,596.2,Brown Swiss,Bloat,4.2
COW02875,67,481.6,Brown Swiss,Healthy,3.6
COW02876,83,562.1,Brown Swiss,Healthy,3.4
COW02877,113,512.3,Holstein,Healthy,2.7
COW02878,106,552.3,Brown Swiss,Mastitis,2.7
COW02879,117,530.0,Holstein,Mastitis,2.6
COW02880,16,386.9,Holstein,Mastitis,3.9
COW02881,37,639.7,Brown Swiss,Healthy,2.4
COW02882,72,543.5,Guernsey,Mastitis,3.3
COW02883,17,511.2,Guernsey,Healthy,3.6
COW02884,50,505.2,Ayrshire,Healthy,3.3
COW02885,28,578.7,Ayrshire,Healthy,4.6
COW02886,112,478.5,Jersey,Healthy,3.3
COW02887,18,369.6,Guernsey,Healthy,2.2
COW02888,28,582.6,Holstein,Ketosis,5.0
COW02889,33,591.5,Ayrshire,Healthy,4.5
COW02890,28,534.0,Jersey,Healthy,4.0
COW02891,73,458.2,Guernsey,Mastitis,4.3
COW02892,51,557.1,Ayrshire,Mastitis,2.4
COW02893,110,432.8,Guernsey,Healthy,4.3
COW02894,40,467.8,Ayrshire,Healthy,2.6
COW02895,70,489.9,Holstein,Healthy,3.5
COW02896,83,617.5,Holstein,Healthy,2.5
COW02897,79,521.0,Guernsey,Mastitis,4.3
COW02898,98,514.2,Brown Swiss,Healthy,2.7
COW02899,33,706.4,Holstein,Healthy,2.8
COW02900,66,578.2,Guernsey,Healthy,2.3
COW02901,98,577.1,Holstein,Healthy,4.2
COW02902,105,520.4,Ayrshire,Healthy,2.9
COW02903,78,502.3,Holstein,Bloat,3.6
COW02904,82,375.1,Brown Swiss,Healthy,3.0
COW02905,105,627.5,Ayrshire,Foot and Mouth,4.3
COW02906,79,585.9,Brown Swiss,Healthy,2.7
COW02907,114,535.7,Guernsey,Foot and Mouth,4.8
COW02908,25,539.0,Guernsey,Healthy,3.0
COW02909,49,608.9,Ayrshire,Healthy,2.3
COW02910,24,425.6,Brown Swiss,Healthy,2.7
COW02911,21,502.8,Ayrshire,Healthy,2.2
COW02912,62,459.1,Brown Swiss,Bloat,3.4
COW02913,36,691.7,Ayrshire,Mastitis,2.8
COW02914,55,620.1,Guernsey,Healthy,4.7
COW02915,59,373.8,Holstein,Healthy,3.6
COW02916,79,428.9,Guernsey,Healthy,2.7
COW02917,114,539.4,Ayrshire,Healthy,3.4
COW02918,103,512.2,Holstein,Foot and Mouth,2.6
COW02919,52,444.0,Ayrshire,Healthy,2.5
COW02920,47,705.6,Holstein,Mastitis,2.9
COW02921,95,575.0,Ayrshire,Healthy,2.3
COW02922,25,588.0,Guernsey,Ketosis,2.6
COW02923,70,494.6,Holstein,Healthy,4.8
COW02924,57,607.8,Guernsey,Healthy,4.0
COW02925,31,519.6,Holstein,Bloat,4.8
COW02926,78,527.3,Brown Swiss,Healthy,2.8
COW02927,46,598.9,Ayrshire,Healthy,4.6
COW02928,32,419.7,Jersey,Healthy,3.1
COW02929,82,677.8,Holstein,Healthy,2.4
COW02930,30,564.6,Brown Swiss,Bloat,4.4
COW02931,84,652.5,Jersey,Foot and Mouth,2.2
COW02932,29,464.0,Holstein,Healthy,3.2
COW02933,58,476.1,Brown Swiss,Ketosis,4.5
COW02934,99,457.0,Jersey,Healthy,3.9
COW02935,36,570.0,Holstein,Foot and Mouth,3.6
COW02936,94,555.3,Jersey,Healthy,3.1
COW02937,89,512.8,Holstein,Healthy,2.2
COW02938,109,468.9,Ayrshire,Healthy,5.0
COW02939,30,448.7,Ayrshire,Healthy,2.5
COW02940,89,546.1,Jersey,Mastitis,2.8
COW02941,113,512.8,Ayrshire,Healthy,2.7
COW02942,94,495.2,Brown Swiss,Healthy,4.7
COW02943,32,673.8,Ayrshire,Mastitis,4.3
COW02944,100,543.4,Holstein,Healthy,3.4
COW02945,23,651.6,Jersey,Healthy,4.9
COW02946,75,507.3,Guernsey,Mastitis,2.2
COW02947,65,569.6,Jersey,Bloat,4.7
COW02948,69,545.6,Ayrshire,Healthy,2.2
COW02949,68,414.2,Brown Swiss,Ketosis,3.2
COW02950,15,664.3,Brown Swiss,Foot and Mouth,2.2
COW02951,66,539.2,Brown Swiss,Mastitis,5.0
COW02952,113,609.7,Guernsey,Healthy,4.7
COW02953,59,489.8,Holstein,Mastitis,3.8
COW02954,41,536.8,Guernsey,Foot and Mouth,2.7
COW02955,119,480.7,Guernsey,Healthy,2.8
COW02956,22,648.9,Ayrshire,Ketosis,3.3
COW02957,64,574.9,Ayrshire,Bloat,3.0
COW02958,67,579.4,Guernsey,Healthy,2.1
COW02959,63,658.7,Brown Swiss,Mastitis,4.0
COW02960,111,642.5,Brown Swiss,Healthy,3.8
COW02961,57,611.2,Jersey,Mastitis,4.7
COW02962,117,436.3,Ayrshire,Foot and Mouth,3.4
COW02963,19,494.3,Jersey,Healthy,3.0
COW02964,91,469.7,Brown Swiss,Healthy,3.5
COW02965,76,608.2,Holstein,Healthy,2.6
COW02966,37,563.7,Jersey,Bloat,3.9
COW02967,36,438.8,Jersey,Healthy,4.3
COW02968,89,534.9,Brown Swiss,Bloat,2.5
COW02969,80,430.5,Brown Swiss,Healthy,3.0
COW02970,78,545.7,Guernsey,Healthy,4.6
COW02971,17,417.6,Brown Swiss,Bloat,3.5
COW02972,76,592.3,Holstein,Healthy,3.6
COW02973,117,580.2,Brown Swiss,Healthy,4.2
COW02974,13,702.6,Holstein,Healthy,3.7
COW02975,62,617.8,Ayrshire,Healthy,2.2
COW02976,65,516.2,Guernsey,Healthy,4.4
COW02977,108,615.4,Jersey,Healthy,4.8
COW02978,42,438.2,Jersey,Healthy,2.2
COW02979,63,473.0,Holstein,Healthy,2.4
COW02980,89,576.7,Jersey,Healthy,4.1
COW02981,18,377.3,Holstein,Healthy,3.8
COW02982,98,547.0,Ayrshire,Healthy,3.1
COW02983,100,468.4,Holstein,Ketosis,3.6
COW02984,89,558.1,Guernsey,Healthy,4.1
COW02985,82,463.8,Brown Swiss,Healthy,3.5
COW02986,92,583.9,Jersey,Healthy,2.4
COW02987,96,551.5,Ayrshire,Bloat,2.3
COW02988,109,662.0,Holstein,Mastitis,3.3
COW02989,58,550.5,Ayrshire,Foot and Mouth,4.8
COW02990,61,488.5,Guernsey,Bloat,3.7
COW02991,80,530.2,Guernsey,Healthy,3.1
COW02992,32,442.5,Ayrshire,Ketosis,4.7
COW02993,104,582.5,Brown Swiss,Healthy,3.2
COW02994,95,597.2,Jersey,Foot and Mouth,3.5
COW02995,80,747.5,Holstein,Foot and Mouth,2.3
COW02996,44,500.3,Ayrshire,Bloat,4.2
COW02997,49,528.6,Brown Swiss,Healthy,4.1
COW02998,58,503.9,Ayrshire,Mastitis,4.4
COW02999,83,567.0,Jersey,Healthy,3.0
